Source database	Release date	Update date	Length	Isolate Lineage source	BioSample accession	Submitter Country	strain	name	region	country	date	host	authors	institution	sra_accession	passage_type	abbr_authors	division	location
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27227			China	ON554139.1	HCoV-229E/BIME412-68/2019	Asia	China	2019-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27243			China	ON554138.1	HCoV-229E/BIME392-72/2019	Asia	China	2019-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27235			China	ON554137.1	HCoV-229E/BIME391-71/2019	Asia	China	2019-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27237			China	ON554136.1	HCoV-229E/BIME389-70/2019	Asia	China	2019-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27236			China	ON554135.1	HCoV-229E/BIME386-73/2019	Asia	China	2019-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27216			China	ON554134.1	HCoV-229E/BIME377-74/2019	Asia	China	2019-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27232			China	ON554133.1	HCoV-229E/BIME365-75/2019	Asia	China	2019-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27228			China	ON554132.1	HCoV-229E/BIME364-69/2019	Asia	China	2019-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27200			China	ON554131.1	HCoV-229E/BIME341-12/2018	Asia	China	2018-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27210			China	ON554130.1	HCoV-229E/BIME319-10/2018	Asia	China	2018-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27217			China	ON554129.1	HCoV-229E/BIME310-26/2018	Asia	China	2018-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27237			China	ON554128.1	HCoV-229E/BIME260-05/2017	Asia	China	2017-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27243			China	ON554127.1	HCoV-229E/BIME248-77/2017	Asia	China	2017-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27212			China	ON554126.1	HCoV-229E/BIME240-24/2018	Asia	China	2018-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27222			China	ON554125.1	HCoV-229E/BIME209-34/2018	Asia	China	2018-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27232			China	ON554124.1	HCoV-229E/BIME186-38/2017	Asia	China	2017-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27225			China	ON554123.1	HCoV-229E/BIME178-37/2017	Asia	China	2017-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27216			China	ON554122.1	HCoV-229E/BIME176-46/2017	Asia	China	2017-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27265			China	ON554121.1	HCoV-229E/BIME171-19/2017	Asia	China	2017-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27203			China	ON554120.1	HCoV-229E/BIME168-45/2017	Asia	China	2017-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27213			China	ON554119.1	HCoV-229E/BIME161-50/2017	Asia	China	2017-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27230			China	ON554118.1	HCoV-229E/BIME155-40/2017	Asia	China	2017-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27248			China	ON554117.1	HCoV-229E/BIME154-36/2017	Asia	China	2017-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27216			China	ON554116.1	HCoV-229E/BIME153-23/2017	Asia	China	2017-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27227			China	ON554115.1	HCoV-229E/BIME152-22/2017	Asia	China	2017-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27238			China	ON554114.1	HCoV-229E/BIME151-16/2017	Asia	China	2017-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27234			China	ON554113.1	HCoV-229E/BIME148-44/2017	Asia	China	2017-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27200			China	ON554112.1	HCoV-229E/BIME140-42/2017	Asia	China	2017-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27264			China	ON554111.1	HCoV-229E/BIME129-43/2017	Asia	China	2017-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27228			China	ON554110.1	HCoV-229E/BIME126-21/2017	Asia	China	2017-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27258			China	ON554109.1	HCoV-229E/BIME125-20/2017	Asia	China	2017-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27231			China	ON554108.1	HCoV-229E/BIME118-39/2017	Asia	China	2017-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27296			China	ON554107.1	HCoV-229E/BIME110-17/2017	Asia	China	2017-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27204			China	ON554106.1	HCoV-229E/BIME061-55/2016	Asia	China	2016-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27186			China	ON554105.1	HCoV-229E/BIME060-54/2016	Asia	China	2016-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27054			China	ON554104.1	HCoV-229E/BIME055-67/2016	Asia	China	2016-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27270			China	ON554103.1	HCoV-229E/BIME050-58/2016	Asia	China	2016-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27198			China	ON554102.1	HCoV-229E/BIME038-59/2016	Asia	China	2016-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
GenBank	2023-02-21T00:00:00Z	2023-06-14T00:00:00Z	27200			China	ON554101.1	HCoV-229E/BIME032-64/2016	Asia	China	2016-XX-XX	Homo sapiens	Ye,R.-Z.,Gong,C.,Cui,X.-M.,Liu,J.-Y.,Fan,H.,Xie,H.,Wang,Q.,Ren,Z.-Y.,Zhang,Y.-W.,Xia,L.-Y.,Zhang,M.-Z.,Li,Y.-Y.,Li,Z.-H.,Du,L.-F.,Zhang,J.,Cheng,N.,Shi,W.,Li,M.-Z.,Zhao,L.,Jiang,J.-F.,Jia,N.,Huang,F.,Cao,W.-C.	Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity			Ye et al		
